project_id,quality_at_entry,outcome_success,region,sector
P094233,3,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P094307,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P094311,2,0,Middle East and North Africa,Water
P094315,2,0,Latin America and Caribbean,Water
P094321,4,1,Latin America and Caribbean,Agriculture and Food
P094335,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P094360,3,0,South Asia,"Health, Nutrition & Population"
P094488,3,1,Europe and Central Asia,Transport
P094650,5,1,Middle East and North Africa,Water
P094692,3,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P094715,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P094755,5,1,Middle East and North Africa,"Health, Nutrition & Population"
P094784,4,1,Latin America and Caribbean,Water
P094916,3,0,Western and Central Africa,Energy & Extractives
P094917,3,0,Western and Central Africa,Energy & Extractives
P094919,4,1,Western and Central Africa,Energy & Extractives
P095003,3,0,Western and Central Africa,Transport
P095012,2,0,Middle East and North Africa,"Urban, Resilience and Land"
P095050,3,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P095091,3,0,Western and Central Africa,Agriculture and Food
P095114,4,1,South Asia,Energy & Extractives
P095115,5,1,Europe and Central Asia,Energy & Extractives
P095129,4,1,East Asia and Pacific,Transport
P095171,4,1,Latin America and Caribbean,"Health, Nutrition & Population"
P095173,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P095203,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P095210,4,1,Western and Central Africa,Agriculture and Food
P095211,3,0,Eastern and Southern Africa,"Urban, Resilience and Land"
P095229,3,1,Eastern and Southern Africa,Transport
P095232,3,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P095235,3,1,Latin America and Caribbean,Water
P095240,3,0,Eastern and Southern Africa,Energy & Extractives
P095250,4,1,Europe and Central Asia,"Health, Nutrition & Population"
P095251,3,1,Western and Central Africa,Agriculture and Food
P095275,5,1,East Asia and Pacific,"Health, Nutrition & Population"
P095314,3,0,Latin America and Caribbean,Governance
P095315,4,0,East Asia and Pacific,Water
P095337,2,1,Europe and Central Asia,Water
P095392,5,1,Middle East and North Africa,Energy & Extractives
P095460,3,1,Latin America and Caribbean,Transport
P095485,3,1,Latin America and Caribbean,Transport
P095514,4,1,Latin America and Caribbean,Social Protection & Jobs
P095515,4,1,Latin America and Caribbean,"Health, Nutrition & Population"
P095520,4,1,Latin America and Caribbean,Education
P095523,4,1,Latin America and Caribbean,Transport
P095563,4,1,Latin America and Caribbean,"Health, Nutrition & Population"
P095569,4,1,Latin America and Caribbean,Transport
P095570,5,1,Latin America and Caribbean,Transport
P095617,5,0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P095626,4,0,Latin America and Caribbean,"Health, Nutrition & Population"
P095673,3,0,Latin America and Caribbean,Education
P095681,3,1,Latin America and Caribbean,Education
P095847,2,0,Middle East and North Africa,Water
P095863,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P095873,3,0,East Asia and Pacific,Education
P095925,5,1,Middle East and North Africa,"Environment, Natural Resources & the Blue Economy"
P095949,4,1,Western and Central Africa,"Urban, Resilience and Land"
P095965,5,1,South Asia,Energy & Extractives
P095977,3,1,South Asia,Transport
P095982,2,0,South Asia,Energy & Extractives
P096017,3,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P096018,4,1,South Asia,Transport
P096019,4,1,South Asia,Transport
P096021,4,1,South Asia,Transport
P096023,3,0,South Asia,Transport
P096058,2,0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P096105,3,1,Western and Central Africa,Agriculture and Food
P096131,5,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P096174,3,0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P096181,4,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P096198,3,0,Western and Central Africa,"Health, Nutrition & Population"
P096207,4,0,Europe and Central Asia,Energy & Extractives
P096213,3,0,Europe and Central Asia,Water
P096234,3,0,Middle East and North Africa,Education
P096263,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P096302,4,0,Eastern and Southern Africa,Energy & Extractives
P096323,3,1,Eastern and Southern Africa,Water
P096328,4,1,East Asia and Pacific,Education
P096336,4,1,Eastern and Southern Africa,Water
P096360,5,1,Eastern and Southern Africa,Water
P096367,5,1,Eastern and Southern Africa,Water
P096407,3,1,Western and Central Africa,Transport
P096409,4,1,Europe and Central Asia,Water
P096418,3,1,East Asia and Pacific,"Urban, Resilience and Land"
P096439,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P096481,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P096532,4,1,East Asia and Pacific,Water
P096556,6,1,East Asia and Pacific,Agriculture and Food
P096572,4,1,Western and Central Africa,Agriculture and Food
P096586,5,1,Europe and Central Asia,Energy & Extractives
P096605,4,1,Latin America and Caribbean,Social Protection & Jobs
P096648,3,1,Western and Central Africa,Agriculture and Food
P096707,5,1,East Asia and Pacific,Education
P096745,4,1,South Asia,Water
P096801,3,0,Europe and Central Asia,Energy & Extractives
P096812,4,1,East Asia and Pacific,Water
P096823,4,1,Europe and Central Asia,"Health, Nutrition & Population"
P096858,4,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P096920,5,1,East Asia and Pacific,Transport
P096921,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P096923,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P096925,3,1,East Asia and Pacific,"Urban, Resilience and Land"
P096926,5,1,East Asia and Pacific,Water
P096931,5,1,East Asia and Pacific,Transport
P096965,4,0,Latin America and Caribbean,Water
P096993,4,1,Europe and Central Asia,Agriculture and Food
P096998,3,0,Europe and Central Asia,Governance
P097026,3,1,Western and Central Africa,Governance
P097104,5,1,East Asia and Pacific,Education
P097141,3,1,Latin America and Caribbean,Education
P097181,5,1,Western and Central Africa,"Health, Nutrition & Population"
P097201,3,0,Eastern and Southern Africa,Energy & Extractives
P097271,4,0,Eastern and Southern Africa,Energy & Extractives
P097325,4,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P097329,3,0,South Asia,Governance
P097604,5,1,Latin America and Caribbean,Governance
P097818,4,1,Eastern and Southern Africa,Energy & Extractives
P097921,4,1,Western and Central Africa,"Health, Nutrition & Population"
P097962,3,1,Eastern and Southern Africa,Education
P097974,5,1,Eastern and Southern Africa,Water
P097975,3,0,Western and Central Africa,Energy & Extractives
P097985,4,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P098052,3,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P098078,5,1,East Asia and Pacific,Water
P098118,4,1,South Asia,Energy & Extractives
P098132,3,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P098146,5,1,South Asia,Governance
P098151,4,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P098248,3,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P098256,2,1,South Asia,Agriculture and Food
P098328,4,1,Latin America and Caribbean,Social Protection & Jobs
P098378,5,1,Western and Central Africa,"Urban, Resilience and Land"
P098423,3,0,East Asia and Pacific,Energy & Extractives
P098426,5,1,East Asia and Pacific,Governance
P098459,4,1,Middle East and North Africa,Water
P098483,3,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P098496,4,1,Eastern and Southern Africa,Education
P098531,3,0,Latin America and Caribbean,Energy & Extractives
P098538,5,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P098639,5,1,Eastern and Southern Africa,Governance
P098837,4,1,Eastern and Southern Africa,Transport
P098889,4,1,Europe and Central Asia,Agriculture and Food
P098915,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P098948,4,1,Europe and Central Asia,Water
P098949,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P098956,4,1,Western and Central Africa,Education
P098979,3,0,Middle East and North Africa,Poverty and Equity
P099047,3,0,South Asia,Education
P099059,5,1,Middle East and North Africa,Energy & Extractives
P099062,5,1,East Asia and Pacific,Transport
P099139,4,1,Latin America and Caribbean,Poverty and Equity
P099201,2,0,Europe and Central Asia,Governance
P099211,4,1,East Asia and Pacific,Energy & Extractives
P099224,4,1,East Asia and Pacific,Energy & Extractives
P099226,3,0,Eastern and Southern Africa,Other
P099231,3,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P099295,4,1,Middle East and North Africa,Social Protection & Jobs
P099296,3,1,South Asia,Agriculture and Food
P099357,4,1,Western and Central Africa,Energy & Extractives
P099369,3,0,Latin America and Caribbean,"Urban, Resilience and Land"
P099460,4,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P099469,2,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P099585,3,1,Latin America and Caribbean,Transport
P099626,4,1,Eastern and Southern Africa,Energy & Extractives
P099630,4,1,Europe and Central Asia,Governance
P099751,4,1,East Asia and Pacific,Agriculture and Food
P099757,2,0,East Asia and Pacific,Energy & Extractives
P099811,2,0,Middle East and North Africa,Water
P099833,2,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P099840,5,1,Europe and Central Asia,Governance
P099894,5,1,Europe and Central Asia,Transport
P099895,3,0,Europe and Central Asia,Water
P099924,4,1,Europe and Central Asia,Governance
P099930,3,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P099979,2,0,South Asia,"Urban, Resilience and Land"
P099992,4,1,East Asia and Pacific,Transport
P100047,4,1,Middle East and North Africa,Energy & Extractives
P100084,3,1,East Asia and Pacific,Agriculture and Food
P100101,4,1,South Asia,Energy & Extractives
P100198,2,0,Other,"Environment, Natural Resources & the Blue Economy"
P100304,4,1,South Asia,"Health, Nutrition & Population"
P100311,4,1,East Asia and Pacific,Energy & Extractives
P100332,4,1,South Asia,Transport
P100383,2,0,Europe and Central Asia,"Urban, Resilience and Land"
P100397,2,0,Middle East and North Africa,Water
P100406,3,0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P100438,3,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P100455,4,1,East Asia and Pacific,Agriculture and Food
P100478,5,1,Middle East and North Africa,"Environment, Natural Resources & the Blue Economy"
P100530,5,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P100534,4,0,Middle East and North Africa,Education
P100546,2,0,Middle East and North Africa,Social Protection & Jobs
P100580,4,1,Europe and Central Asia,Transport
P100582,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P100584,3,0,South Asia,"Environment, Natural Resources & the Blue Economy"
P100619,3,0,Western and Central Africa,Transport
P100620,2,0,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P100635,3,1,Latin America and Caribbean,Transport
P100638,3,0,Europe and Central Asia,Agriculture and Food
P100639,4,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P100657,4,1,Europe and Central Asia,Education
P100735,4,1,South Asia,Water
P100785,4,1,Western and Central Africa,Transport
P100789,4,1,South Asia,Water
P100806,3,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P100916,4,1,East Asia and Pacific,Agriculture and Food
P100954,4,1,South Asia,Water
P100968,4,1,East Asia and Pacific,Energy & Extractives
P101076,5,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P101084,3,0,Latin America and Caribbean,Social Protection & Jobs
P101103,3,0,Middle East and North Africa,Transport
P101156,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P101160,4,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P101170,4,1,Latin America and Caribbean,Governance
P101171,5,1,Latin America and Caribbean,Governance
P101177,5,1,Latin America and Caribbean,Social Protection & Jobs
P101190,4,1,Europe and Central Asia,Water
P101201,3,1,Middle East and North Africa,Transport
P101206,4,1,Latin America and Caribbean,"Health, Nutrition & Population"
P101209,4,1,Latin America and Caribbean,Agriculture and Food
P101213,3,0,Europe and Central Asia,Agriculture and Food
P101214,4,1,Europe and Central Asia,"Urban, Resilience and Land"
P101216,4,1,Europe and Central Asia,"Urban, Resilience and Land"
P101218,3,1,Latin America and Caribbean,Education
P101258,5,1,East Asia and Pacific,Transport
P101279,3,1,Latin America and Caribbean,"Urban, Resilience and Land"
P101289,5,1,Middle East and North Africa,Water
P101298,4,0,Latin America and Caribbean,Agriculture and Food
P101324,5,1,Latin America and Caribbean,Governance
P101336,4,1,Latin America and Caribbean,Poverty and Equity
P101369,4,1,Latin America and Caribbean,Education
P101414,2,0,Latin America and Caribbean,Energy & Extractives
P101415,4,1,Western and Central Africa,Transport
P101426,3,0,Latin America and Caribbean,"Urban, Resilience and Land"
P101432,4,1,Latin America and Caribbean,Water
P101434,4,1,Western and Central Africa,Transport
P101446,3,1,East Asia and Pacific,Governance
P101471,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P101473,3,0,Eastern and Southern Africa,Water
P101474,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P101502,4,1,South Asia,"Health, Nutrition & Population"
P101504,5,1,Latin America and Caribbean,Social Protection & Jobs
P101508,4,1,Latin America and Caribbean,Agriculture and Food
P101525,5,1,East Asia and Pacific,Transport
P101578,3,0,East Asia and Pacific,Energy & Extractives
P101590,5,1,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P101608,5,1,East Asia and Pacific,"Health, Nutrition & Population"
P101614,3,1,Europe and Central Asia,Governance
P101645,4,1,Eastern and Southern Africa,Energy & Extractives
P101650,4,0,South Asia,Water
P101653,5,1,South Asia,Energy & Extractives
P101684,2,0,South Asia,Transport
P101716,4,1,East Asia and Pacific,Agriculture and Food
P101745,4,1,Eastern and Southern Africa,Transport
P101750,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P101785,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P101829,5,1,East Asia and Pacific,Water
P101852,4,1,Western and Central Africa,"Health, Nutrition & Population"
P101928,4,1,Europe and Central Asia,"Health, Nutrition & Population"
