Loan Number,Project No.,Country Name,ISO ALPHA-3 Country Code,ADB Country Code,Country Group,"Country classification, latest ","Country classification, at approval",Department,Project Name,"Modality
(AER)",Mode of financial assistance,ADF or OCR?,Source of funds,"Approved amount 
(USD mil)","Disbursed amount
(USD mil)",Approval date,Approval year,Loan signing,Loan effectivity (original),Loan effectivity (actual),Closing date (estimate),Closing date (actual),"Cofin, app
(USD mil)","Cofin, act
(USD mil)","Proj Cost, app
(USD mil)","Proj Cost, act
(USD mil)",Sector (2009),Subsector (2009),Primary Sector (PCS 2014),Primary Sector (PCS 2014)_3,Primary Subsector (PCS 2014),Secondary Sector (PCS 2014),Secondary Subsector (PCS 2014),RRP circulation date (BOD),PCR circulation date (BOD),PCR overall rating,PCR relevance,PCR effectiveness,PCR efficiency,PCR sustainability,With PVR?,PVR circulation date,PVR overall rating,PVR relevance,PVR effectiveness,PVR efficiency,PVR sustainability,"With PPER/
PPAR?",PPER circulation date (BOD),PPER overall rating,PPER relevance,PPER effectiveness,PPER efficiency,PPER sustainability,Source of latest rating,"AER reporting year
(PCR circ)",Latest overall rating,Latest relevance,Latest effectiveness,Latest efficiency,Latest sustainability
2516,42109-013,Indonesia,IDN,INO,Southeast Asia,C,C,SERD,Indonesian Infrastructure Financing Facility Company Project,Project,Credit line (Loan),,OCR,100,99.48,31-Mar-09,2009,20-Jan-10,20-Apr-10,25-Apr-11,31-Dec-13,31-Dec-14,0,0,140,139.48,Finance,Finance sector development,Finance,FIN,Finance sector development,„na,„na,10-Mar-09,13-Jun-17,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,17-Dec,Successful,Highly relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Highly relevant,Effective,Efficient,Likely sustainable
2361,40003-013,Indonesia,IDN,INO,Southeast Asia,C,B2,SERD,Poverty Reduction And Millennium Development Goals Acceleration Program ,Program,Program loan,,OCR,400,400,30-Oct-07,2007,23-Nov-07,21-Feb-09,7-Dec-07,31-Mar-08,31-Mar-08,0,0,400,400,Multisector,"Basic education, health programs, economic management",Education,EDU,"Education sector development, Pre-primary and primary - social protection initiatives, Secondary - social protection initiatives",HLT PSM,"Health care finance, Health sector development and reform, Economic affairs management, Public expenditure and fiscal management, Social protection initiatives",8-Oct-07,22-May-17,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,17-Dec,Successful,Relevant,Less than effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Less than effective,Efficient,Likely sustainable
2895,44252-013,Indonesia,IDN,INO,Southeast Asia,C,C,SERD,Financial Market Development and Integration Program,Program,Program loan,,OCR,300,300,21-Sep-12,2012,23-Oct-12,21-Jan-13,18-Dec-12,31-Dec-12,31-Dec-12,0,0,300,300,Finance,Money and capital markets,Finance,FIN,Money and capital markets,„na,„na,31-Aug-12,19-Jun-17,Successful,Relevant,Less than effective,Efficient,Likely sustainable,Yes,18-Jan,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable
2619/8245/0198,40061-013,Indonesia,IDN,INO,Southeast Asia,C,C,SERD,Java_Bali Electricity Distribution Performance Improvement Project,Project,Project loan,,OCR,50,39.13,22-Mar-10,2010,22-Jun-10,20-Sep-10,25-Apr-11,30-Nov-12,25-Apr-16,50,31.62,120,83.94,Energy,Energy efficiency and conservation,Energy,ENE,Electricity transmission and distribution,„na,„na,1-Mar-10,29-Jun-17,Successful,Relevant,Effective,Efficient,Most likely sustainable,Yes,17-Nov,Successful,Relevant,Effective,Efficient,Most likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Efficient,Most likely sustainable
2691/2692,44031-013,Palau,PLW,PAL,Pacific,B,B,PARD,Water Sector Improvement Program,Program,Program loan,,ADF/OCR,16,16.07,9-Nov-10,2010,6-Oct-11,4-Jan-12,5-Dec-11,28-Feb-15,2-Apr-14,0,0,17.2,17.77,Water supply and other municipal infrastructure and services,Water supply and sanitation,Water and other urban infrastructure services,WUS,"Urban policy, institutional and capacity development",„na,„na,19-Oct-10,9-Feb-17,Successful,Relevant,Effective,Less efficient,Likely sustainable,Yes,17-Dec,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable
2515/0148,41664-013,Philippines,PHL,PHI,Southeast Asia,C,C,SERD,Credit For Better Health Care Project,Project,Credit line (Loan),,OCR,50,19.97,25-Mar-09,2009,27-Apr-09,19-Aug-09,19-Aug-09,19-Aug-15,19-Aug-15,0,0,50.4,20.37,Health and social protection,Health systems,Health,HLT,Health sector development and reform,„na,„na,4-Mar-09,28-Jun-17,Less than successful,Less than relevant,Less than effective,Less than efficient,Likely sustainable,Yes,17-Nov,Less than successful,Less than relevant,Less than effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Less than successful,Less than relevant,Less than effective,Less than efficient,Likely sustainable
2489/2840,41380-013/ 41380-023,Philippines,PHL,PHI,Southeast Asia,C,C,SERD,Governance In Justice Sector Reform Program (Subprogram 1),Program,Program loan,,OCR/TASF,600,600,16-Dec-08,2008,18-Dec-08,18-Mar-09,10-Feb-09,31-Mar-12,31-Mar-12,0,0,600,600,"Law, economic management, and public policy",National government administration,Public sector management,PSM,Law and judiciary,„na,„na,25-Nov-08,28-Jun-17,Successful,Highly relevant,Successful,Successful,Less than likely sustainable,Yes,17-Dec,Successful,Relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Efficient,Less than likely sustainable
42,39033,Papua New Guinea,PNG,PNG,Pacific,B,B2,PARD,HIV/AIDS Prevention and Control in Rural Development Enclaves,Project,Project grant,,ADF,15,14.08,25-Apr-06,2006,5-Jun-06,3-Sep-06,31-Aug-06,31-Jul-10,17-Feb-16,7,7,25,24.16,"Health, nutrition, and social protection","Health programs, health systems",Health,HLT,Disease control of communicable disease,„na,„na,4-Apr-06,25-Apr-17,Successful,Highly relevant,Effective,Less efficient,Likely sustainable,Yes,17-Dec,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Less than efficient,Likely sustainable
2398/2399/8237/0102,40037,Papua New Guinea,PNG,PNG,Pacific,B,B2,PARD,Lae Port Development Project,Project,Project loan,,ADF/OCR,189.12,187.46,18-Dec-07,2007,12-Jun-08,10-Sep-08,30-Oct-08,31-Dec-14,30-Jun-16,8.25,7.81,197.37,195.27,Transport and communications,"Ports, waterways, and shipping",Transport,TRA,Water transport (non-urban),„na,„na,27-Nov-07,3-May-17,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,Yes,17-Dec,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable
2709,40626-013,"China, People's Republic of",CHN,PRC,Pacific,C,C,EARD,Yunnan Integrated Road Network Development Project,Project,Project loan,,OCR,250,247.42,2-Dec-10,2010,3-Jun-11,1-Sep-11,26-Sep-11,30-Jun-16,14-Oct-16,0,0,"1,753.00","1,879.09",Transport and ICT,Road transport,Transport,TRA,Road transport (non-urban),„na,„na,11-Nov-10,7-Mar-17,Highly successful,Highly relevant,Highly effective,Efficient,Likely sustainable,Yes,17-Dec,Highly successful,Highly relevant,Highly effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Highly successful,Highly relevant,Highly effective,Efficient,Likely sustainable
2457/0117,38015-013,Regional,,REG,RegionaL,REG,REG,SERD,Greater Mekong Subregion: Sustainable Tourism Development Project,Project,Project loan,,ADF,20,18.99,15-Oct-08,2008,14-Nov-08,30-Mar-09,30-Mar-09,30-Jun-14,18-Feb-16,0,0,21.98,22.76,Industry and trade,Industry,Industry and trade,IND,Trade and services,„na,„na,24-Sep-08,13-Jun-17,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,17-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Efficient,Likely sustainable
442,47318-001,Tuvalu,TUV,TUV,Pacific,A,A,PARD,Strengthened Fiscal Sustainability Program,Program,Program grant,,ADF,2,2,30-Sep-15,2015,9-Oct-15,7-Jan-16,19-Oct-15,30-Oct-15,24-Nov-15,6,6,5,5,NA,NA,Public sector management,PSM,"Public expenditure and fiscal management, Reforms of state owned enterprises",„na,„na,9-Sep-15,30-Mar-17,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,17-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Efficient,Likely sustainable
2680/3050,41360-012/ 41360-014,Viet Nam,VNM,VIE,Southeast Asia,B,B,SERD,Second Small and Medium-sized Enterprises Development Program,Program,Program loan,,ADF,90,93.15,18-Oct-10,2010,24-Dec-10,24-Mar-11,26-May-11,31-Mar-14,18-Aug-14,0,0,90,93.15,Public sector management,Economic and public affairs management,Finance,FIN,Small and medium enterprise finance and leasing,IND,SME development,27-Sep-10,1-Mar-17,Successful,Highly relevant,Effective,Efficient,Most likely sustainable,Yes,17-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Efficient,Likely sustainable
2511/0147,41013-013,Viet Nam,VNM,VIE,Southeast Asia,B,B,SERD,Thanh Hoa City Comprehensive Socioeconomic Development Project,Project,Project loan,,ADF,74,65.54,5-Mar-09,2009,17-Apr-09,23-Jul-09,9-Nov-09,31-Dec-14,31-Mar-17,32.7,32.7,117.9,110.5,Multisector,"Subnational government administration, water supply and sanitation",Water and other urban infrastructure services,WUS,"Urban sewerage, Renovation and protection of cultural heritage, Urban water supply",TRA EDU,"Urban roads and traffic management,  Technical and vocational education and training",12-Feb-09,30-May-17,Successful,Highly relevant,Effective,Less than efficient,Likely sustainable,Yes,17-Dec,Less than successful,Less than relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Less than successful,Less than relevant,Effective,Less than efficient,Likely sustainable
2468,40019-013,Viet Nam,VNM,VIE,Southeast Asia,B,B,SERD,Health Care In The South Central Coast Region Project,Project,Project loan,,ADF,72,68.85,7-Nov-08,2008,16-Dec-08,16-Mar-09,20-Mar-09,30-Jun-14,28-Sep-16,0,0,80,76.85,"Health, nutrition, and social protection",Health systems,Health,HLT,Health sector development and reform,„na,„na,17-Oct-08,29-Jun-17,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,17-Nov,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Efficient,Likely sustainable
3081/3335,44251-013/ 44251-034,Viet Nam,VNM,VIE,Southeast Asia,B,B,SERD,Financial Sector Deepening Program,Program,Program loan,,ADF,145,145.6,6-Dec-13,2013,24-Jan-14,24-Apr-14,23-May-14,31-Mar-16,31-Mar-16,0,0,145,145.6,Finance,Finance sector development,Finance,FIN,"Finance sector development, Insurance and contractual savings, Money and capital markets",„na,„na,13-Nov,16-Jun-17,Successful,Highly relevant,Effective,Efficient,Most likely sustainable,Yes,18-Jan,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Efficient,Likely sustainable
2302/8227,39175-013,Viet Nam,VNM,VIE,Southeast Asia,B,B1,SERD,Greater Mekong Subregion Kunming-Hai Phong Transport Corridor: Yen Vien-Lao Cai Railway Upgrading Project,Project,Project loan,,ADF,60,55.72,19-Dec-06,2006,16-Jan-07,16-Apr-07,25-Sep-07,31-Dec-12,21-Dec-16,77.5,154.54,161.66,154.54,Transport and communications,Railways,Transport,TRA,Rail transport (non-urban),„na,„na,28-Nov-06,30-Jun-17,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,Yes,17-Dec,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable
2582/2583,40347-013,Viet Nam,VNM,VIE,Southeast Asia,B,B,SERD,Secondary Education Sector Development Program,Program/Project,SDP - Program loan,,ADF,60,55.76,25-Nov-09,2009,22-Dec-09,22-Mar-10,3-May-10,30-Jun-13,20-Apr-16,0,0,71,66.24,Education,Education sector development,Education,EDU,Education sector development,„na,„na,4-Nov-09,30-Jun-17,Successful,Highly relevant,Effective,Efficient,Highly likely to be sustainable,Yes,17-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2017,Successful,Relevant,Effective,Efficient,Likely sustainable
1841,33019-013,Sri Lanka,LKA,SRI,South Asia,B,B1,SARD,Colombo Port Efficiency and Expansion Project,Project,Project loan,OCR,ADF,10,8.64,27-Sep-01,2001,7-Nov-01,5-Feb-02,7-May-02,29-Feb-04,16-Nov-09,0,0,14.4,11.94,Transport and ICT,Water transport,Transport,TRA,Water transport (non-urban),„na,„na,4-Sep-01,29-Jul-15,Successful,Relevant,Less than effective,Efficient,Likely to be sustainable,Yes,28-Dec-16,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Successful,Relevant,Effective,Less than efficient,Likely sustainable
2689,44060-023,Kazakhstan,KAZ,KAZ,Central West Asia,C,C,CWRD,Small and Medium Enterprise Investment Program- Tranche 1,Project,MFF-Tranche (Loan),OCR,OCR,150,150,4-Nov-10,2010,21-Sep-11,21-Oct-11,28-Sep-11,21-Sep-13,27-Jun-14,0,0,150,150,Finance,Small and Medium Enterprise Finance and Leasing,Finance,FIN,Small and medium enterprise finance and leasing,„na,„na,8-Sep-10,15-Sep-15,Successful,Relevant,Less than effective,Efficient,Likely to be sustainable,Yes,28-Dec-16,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable
2143,34306-013,Nepal,NPL,NEP,South Asia,A,A,SARD,Gender Equality and Empowernment of Women Project,Project,Project loan,OCR,ADF,10,7.37,16-Dec-04,2004,9-Jun-06,7-Sep-06,28-Nov-06,30-Jun-10,11-Dec-13,0,0,15.5,12.87,Agriculture and Natural Resources,Agriculture and Rural Sector Development,"Agriculture, natural resources and rural development",ANR,"Agricultural policy, institutional and capacity development",„na,„na,25-Nov-04,11-Sep-15,Successful,Relevant,Effective,Less than efficient,Likely to be sustainable,Yes,3-Oct-16,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Successful,Relevant,Effective,Less than efficient,Likely sustainable
2240,37597-013,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Wuhan Wastewater and Stormwater Management Project,Project,Project loan,OCR,OCR,100,97.84,26-Jun-06,2006,24-Oct-06,22-Jan-07,5-Mar-07,30-Jun-11,31-Dec-13,0,0,266.4,513.6,Water and Other Municipal Infrastructure and Services,Waste management,Water and other urban infrastructure services,WUS,Urban flood protection,„na,„na,5-Jun-06,7-Sep-15,Partly successful,Relevant,Less effective,Less efficient,Likely to be sustainable,Yes,14-Jul-16,Less than successful,Relevant,Less than effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Less than successful,Relevant,Less than effective,Less than efficient,Likely sustainable
2272,30286-013,Viet Nam,VNM,VIE,Southeast Asia,B,B1,SERD,Central Region Small and Medium Towns Development Project,Project,Project loan,OCR,ADF,53.22,51.89,17-Nov-06,2006,24-May-07,22-Aug-07,27-Aug-07,30-Jun-12,30-Jun-14,0,0,66.72,68.91,Water and Other Municipal Infrastructure and Services,Urban Sector Development,Water and other urban infrastructure services,WUS,Urban sewerage,„na,„na,27-Oct-06,31-Jul-15,Successful,Relevant,Effective,Less efficient,Likely to be sustainable,Yes,10-Oct-16,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable
2312,38254-033,India,IND,IND,South Asia,B,B2,SARD,MFF: North Karnataka Urban Sector Investment Program-Tranche 1,Project,MFF-Tranche (Loan),OCR,OCR,33,23.42,6-Dec-06,2006,23-Jan-08,8 May 2008c,25-Apr-08,31-Dec-11,31-Dec-13,0,0,51.4,35.45,Water and Other Municipal Infrastructure and Services,Water Supply and Sanitation,Water and other urban infrastructure services,WUS,Urban Water Supply,„na,„na,15-Nov-06,13-Aug-15,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,Yes,8-Aug-16,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable
2330,37328-013,India,IND,IND,South Asia,B,B2,SARD,Madya Pradesh State Roads Sector Project II,Project,Sector loan,OCR,OCR,320,316.83,31-May-07,2007,23-Jul-07,20-Oct-07,31-Aug-07,31-Dec-10,31-Dec-11,0,0,400,387,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,„na,10-May-07,11-Sep-15,Successful,Relevant,Effective,Efficient,Likely to be sustainable,Yes,7-Dec-16,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Successful,Relevant,Effective,Efficient,Likely sustainable
2403,39669-013,Uzbekistan,UZB,UZB,Central West Asia,B,B2,CWRD,CAREC Regional Road Project,Project,Project loan,OCR,OCR,75.3,59.88,19-Dec-07,2007,14-Apr-08,60 days after the date of the loan agreement,2-May-08,30-Jun-12,30-Jun-12,0,0,173.4,224.9,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,„na,28-Nov-07,21-Sep-15,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,Yes,28-Sep-16,Successful,Highly relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Successful,Highly relevant,Effective,Efficient,Likely sustainable
2407,40051-013,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Gansu Baiyin Urban Development Project,Project,Project loan,OCR,OCR,80,80,23-Jan-08,2008,26-Jun-08,24-Sep-08,24-Oct-08,30-Jun-12,2-May-14,0,0,161.5,172.4,Water and Other Municipal Infrastructure and Services,Urban Sector Development,Transport,TRA,Urban roads and traffic management,ENE,Energy utility services,2-Jan-08,1-Sep-15,Successful,Highly relevant,Effective,Efficient,Likely to be sustainable,Yes,28-Dec-16,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Successful,Relevant,Effective,Efficient,Likely sustainable
2437,42085-013,Azerbaijan,AZE,AZE,Central West Asia,C,B,CWRD,Power Transmission Enhancement Project,Project,Project loan,OCR,OCR,160,154.06,10-Sep-08,2008,6-Dec-08,5-Jan-09,26-Jan-09,30-Jun-12,16-Jun-14,0,0,240,187.2,Energy,Electricity Transmission and Distribution,Energy,ENE,Electricity transmission and distribution,„na,„na,20-Aug-08,21-Sep-15,Successful,Relevant,Effective,Efficient,Less than likely sustainable,Yes,28-Dec-16,Successful,Relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Successful,Relevant,Effective,Efficient,Less than likely sustainable
2448,36455-013,"China, People's Republic of",CHN,PRC,East Asia,C,C,EARD,Central Yunnan Roads Development Project,Project,Project loan,OCR,OCR,200,200,25-Sep-08,2008,27-Mar-09,25-Jun-09,31-Aug-09,30-Jun-13,31-Mar-14,0,0,745,"1,110.30",Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,„na,4-Sep-08,2-Sep-15,Successful,Relevant,Effective,Efficient,Likely to be sustainable,Yes,21-Dec-16,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Successful,Relevant,Effective,Efficient,Likely sustainable
2487,40665-013,"China, People's Republic of",CHN,PRC,East Asia,C,C,EARD,Songhua River Basin Water Pollution Control and Management Project,Project,Project loan,OCR,OCR,200,195.42,11-Dec-08,2008,25-May-09,24-Aug-09,24-Aug-09,30-Jun-14,27-Oct-14,0,0,396.33,425.21,Water and Other Municipal Infrastructure and Services,Waste management,Water and other urban infrastructure services,WUS,Urban sewerage,„na,„na,20-Nov-08,1-Jul-15,Highly successful,Highly relevant,Effective,Highly efficient,Most likely sustainable,Yes,28-Dec-16,Successful,Highly relevant,Effective,Highly efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2016,Successful,Highly relevant,Effective,Highly efficient,Likely sustainable
