subsection|variable_name|year_from|year_to|polity_name|polity_new_ID|polity_old_ID|value_from|value_to|confidence|is_disputed|is_uncertain|expert_checked|DRB_reviewed
Social Scale|polity_territory|1600|1600|French Kingdom - Early Bourbon|fr_bourbon_k_1|FrBurbE|931000|931000|Confident|False|False|True|
Social Scale|polity_territory|1600|1600|Great Ming|cn_ming_dyn|CnMing*|3655000|3655000|Confident|False|False|True|
Social Scale|polity_territory|1600|1600|Ottoman Empire II|tr_ottoman_emp_2|TrOttm3|4836000|4836000|Confident|False|False|True|
Social Scale|polity_territory|1601|1601|England Tudor-Stuart|gb_tudor_stuart|GBEnglK|209331|209331|Confident|False|False|False|
Social Scale|polity_territory|1618|1659|Saadi Sultanate|ma_saadi_sultanate|MaSaadi|447000|447000|Confident|False|False|True|
Social Scale|polity_territory|1640|1640|Spanish Empire I|es_spanish_emp_1|EsHabsb|7100000|7100000|Confident|False|False|True|
Social Scale|polity_territory|1648|1648|Austria - Habsburg Dynasty I|at_habsburg_1|at_habsburg_1|225390|225390|Confident|False|False|False|
Social Scale|polity_territory|1650|1650|French Kingdom - Early Bourbon|fr_bourbon_k_1|FrBurbE|2600000|2600000|Confident|False|False|True|
Social Scale|polity_territory|1650|1700|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|ru_romanov_dyn_1|9500000|12000000|Confident|False|False|True|False
Social Scale|polity_territory|1700|1700|Ottoman Empire III|tr_ottoman_emp_3|TrOttm4|4920000|4920000|Confident|False|False|True|
Social Scale|polity_territory|1700|1700|Mughal Empire|in_mughal_emp|InMugl*|3200000|4500000|Confident|False|False|True|
Social Scale|polity_territory|1700|1700|Zungharian Empire|mn_zungharian_emp|MnZungh|170000|210000|Confident|False|False|True|
Social Scale|polity_territory|1700|1750|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|ru_romanov_dyn_1|12000000|14000000|Confident|False|False|True|False
Social Scale|polity_territory|1714|1750|British Empire I|gb_british_emp_1|gb_british_emp_1|2000000|3900000|Confident|False|False|False|False
Social Scale|polity_territory|1714|1800|Haudenosaunee Confederacy - Late|us_haudenosaunee_2|UsIroqL|100000|100000|Confident|False|False|True|False
Social Scale|polity_territory|1718|1718|Ottoman Empire III|tr_ottoman_emp_3|TrOttm4|4640000|4780000|Confident|False|False|True|
Social Scale|polity_territory|1724|1724|Foys|ni_dahomey_k|ni_dahomey_k|1200|1200|Confident|False|True|False|
Social Scale|polity_territory|1727|1820|Foys|ni_dahomey_k|ni_dahomey_k|5400|5400|Confident|False|True|False|
Social Scale|polity_territory|1772|1772|Durrani Empire|af_durrani_emp|AfDurrn|1792000|1792000|Confident|False|False|True|
Social Scale|polity_territory|1780|1780|Spanish Empire II|es_spanish_emp_2|es_spanish_emp_2|13700000||Confident|False|False|True|False
Social Scale|polity_territory|1790|1790|Austria - Habsburg Dynasty II|at_habsburg_2|at_habsburg_2|673396908|673396908|Confident|False|False|False|
Social Scale|polity_territory|1790|1790|Antebellum US|us_antebellum|us_antebellum|621429|621429|Confident|False|False|False|False
Social Scale|polity_territory|1800|1800|Qajar Dynasty|ir_qajar_dyn|IrQajar|2000000|2000000|Confident|False|False|True|
Social Scale|polity_territory|1800|1800|Durrani Empire|af_durrani_emp|AfDurrn|1790000|490000|Confident|False|False|True|
Social Scale|polity_territory|1800|1800|Kingdom of Hawaii - Kamehameha Period|us_kamehameha_k|USKameh|15000|16600|Confident|False|False|True|
Social Scale|polity_territory|1800|1837|British Empire I|gb_british_emp_1|gb_british_emp_1|8000000|14000000|Confident|False|False|False|False
Social Scale|polity_territory|1800|1850|Russian Empire, Romanov Dynasty II|ru_romanov_dyn_2|ru_romanov_dyn_2|17000000|21000000|Confident|False|False|True|False
Social Scale|polity_territory|1816|1816|Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|551500|551500|Confident|False|False|False|
Social Scale|polity_territory|1819|1819|Durrani Empire|af_durrani_emp|AfDurrn|489000|489000|Confident|False|False|True|
Social Scale|polity_territory|1820|1892|Foys|ni_dahomey_k|ni_dahomey_k|7200|7200|Confident|False|True|False|
Social Scale|polity_territory|1830|1830|Antebellum US|us_antebellum|us_antebellum|1638729|1638729|Confident|False|False|False|False
Social Scale|polity_territory|1837|1849|British Empire I|gb_british_emp_1|gb_british_emp_1|14000000|23000000|Confident|False|False|False|False
Social Scale|polity_territory|1840|1840|Ottoman Empire IV|tr_ottoman_emp_4|TrOttm5|1448423|1448423|Confident|False|False|False|False
Social Scale|polity_territory|1848|1848|Early United Mexican States|mx_mexico_1|mx_mexico_1|23309000|23309000|Confident|False|False|False|
Social Scale|polity_territory|1850|1900|Russian Empire, Romanov Dynasty II|ru_romanov_dyn_2|ru_romanov_dyn_2|21000000|22000000|Confident|False|False|True|False
Social Scale|polity_territory|1860|1860|Antebellum US|us_antebellum|us_antebellum|3094398|3094398|Confident|False|False|False|False
Social Scale|polity_territory|1870|1870|Us Reconstruction-Progressive|us_united_states_of_america_reconstruction|us_united_states_of_america_reconstruction|7838583|7838583|Confident|False|False|False|
Social Scale|polity_territory|1870|1870|Napoleonic France|fr_france_napoleonic|fr_france_napoleonic|1000000|1000000|Confident|False|False|False|
Social Scale|polity_territory|1874|1874|Ashanti Empire|gh_ashanti_emp|GhAshnL|259000|259000|Confident|False|False|True|
Social Scale|polity_territory|1881|1881|British Empire II|gb_british_emp_2|gb_british_emp_2|20090019|20090019|Confident|False|False|False|
Social Scale|polity_territory|1900|1900|British Empire II|gb_british_emp_2|gb_british_emp_2|30800000|30800000|Confident|False|False|True|False
Social Scale|polity_territory|1900|1900|Qajar Dynasty|ir_qajar_dyn|IrQajar|1600000|1600000|Confident|False|False|True|
Social Scale|polity_territory|1923|1924|Soviet Union|ru_soviet_union|ru_soviet_union|18072800|19008300|Confident|False|False|True|False
Social Scale|polity_territory|1924|1929|Soviet Union|ru_soviet_union|ru_soviet_union|19008300|19151400|Confident|False|False|True|False
Social Scale|polity_territory|1929|1936|Soviet Union|ru_soviet_union|ru_soviet_union|19151400|22067200|Confident|False|False|True|False
Social Scale|polity_territory|1930|1930|Us Reconstruction-Progressive|us_united_states_of_america_reconstruction|us_united_states_of_america_reconstruction|9682398|9682398|Confident|False|False|False|
Social Scale|polity_territory|1936|1940|Soviet Union|ru_soviet_union|ru_soviet_union|22067200|22276236|Confident|False|False|True|False
Social Scale|polity_territory|||Republic of St Peter I|it_st_peter_rep_1|ItStPet|50000|50000|Confident|False|False|True|
Social Scale|polity_territory|||Heian|jp_heian|JpHeian|250000|300000|Confident|False|False|True|
Social Scale|polity_territory|||Konya Plain - Late Chalcolithic|tr_konya_lca|TrClcLT|90|90|Confident|False|False|True|
Social Scale|polity_territory|||Phrygian Kingdom|tr_phrygian_k|TrPhryg|100000|100000|Confident|False|False|True|
Social Scale|polity_territory|||Konya Plain - Late Bronze Age II|tr_konya_lba|TrBrzL2|50000|75000|Confident|False|False|True|
Social Scale|polity_territory|||Ostrogothic Kingdom|it_ostrogoth_k|ItOstrg|635000|635000|Confident|False|False|True|
Social Scale|polity_territory|||Yemen - Late Bronze Age|ye_yemen_lba|YeLBA**|unknown||Confident|False|False|True|
Social Scale|polity_territory|||Neolithic Yemen|ye_yemen_lnl|YeNeoL*|unknown||Confident|False|False|True|
Social Scale|polity_territory|||Yemen - Tahirid Dynasty|ye_tahirid_dyn|YeTahir|unknown||Suspected|False|False|True|
Social Scale|polity_territory|||Egypt - Dynasty I|eg_dynasty_1|EgDyn1*|50000|110000|Confident|False|False|True|
Social Scale|polity_territory|||Ashikaga Shogunate|jp_ashikaga|JpAshik|295000|295000|Confident|False|False|True|
Social Scale|polity_territory|||Naqada II|eg_naqada_2|EgNaqa2|5000|20000|Confident|False|False|True|
Social Scale|polity_territory|||Egypt - Dynasty 0|eg_naqada_3|EgNaqa3|5000|10000|Confident|False|False|True|
Social Scale|polity_territory|||Egypt - Late Old Kingdom|eg_old_k_2|EgOldK2|75000|300000|Confident|False|False|True|
Social Scale|polity_territory|||Susa I|ir_susa_1|IrSusa1|1|1|Confident|False|False|True|
Social Scale|polity_territory|||Kamakura Shogunate|jp_kamakura|JpKamak|295000|295000|Confident|False|False|True|
Social Scale|polity_territory|||Egypt - Tulunid-Ikhshidid Period|eg_thulunid_ikhshidid|EgTulIk|800000|1000000|Confident|False|False|True|
Social Scale|polity_territory|||Hallstatt A-B1|fr_hallstatt_a_b1|FrHallA|750|1250|Confident|False|False|True|
Social Scale|polity_territory|||Chuuk - Late Truk|fm_truk_2|FmTrukL|127|127|Confident|False|False|True|
Social Scale|polity_territory|||French Kingdom - Late Bourbon|fr_bourbon_k_2|FrBurbL|2000000|2500000|Confident|False|False|True|
Social Scale|polity_territory|||Kansai - Kofun Period|jp_kofun|JpKofun|100000|150000|Confident|False|False|True|
Social Scale|polity_territory|||Late Angkor|kh_angkor_3|KhAngkL|1000000|1000000|Confident|False|False|True|
Social Scale|polity_territory|||Chenla|kh_chenla|KhChenl|531000|531000|Confident|False|False|True|
Social Scale|polity_territory|||Hallstatt B2-3|fr_hallstatt_b2_3|FrHallB|1500|2000|Confident|False|False|True|
Social Scale|polity_territory|||Hallstatt D|fr_hallstatt_d|FrHallD|7000|8000|Confident|False|False|True|
Social Scale|polity_territory|||Funan I|kh_funan_1|KhFunaE|257034|257034|Confident|False|False|True|
Social Scale|polity_territory|||Mali Empire|ml_mali_emp|MlMali*|1700000|1900000|Confident|False|False|True|
Social Scale|polity_territory|||Early Mongols|mn_mongol_early|MnMongE|70000|90000|Confident|False|False|True|
Social Scale|polity_territory|||Archaic Crete|gr_crete_archaic|GrCrArc|167|167|Confident|False|False|True|
Social Scale|polity_territory|||Classical Crete|gr_crete_classical|GrCrCls|210|240|Confident|False|False|True|
Social Scale|polity_territory|||Final Postpalatial Crete|gr_crete_post_palace_2|GrCrFPa|unknown||Suspected|False|False|True|
Social Scale|polity_territory|||Geometric Crete|gr_crete_geometric|GrCrGeo|unknown||Suspected|False|False|True|
Social Scale|polity_territory|||Hellenistic Crete|gr_crete_hellenistic|GrCrHel|210|240|Confident|False|False|True|
Social Scale|polity_territory|||Xianbei Confederation|mn_xianbei|MnXianb|2300000|4500000|Confident|False|False|True|
Social Scale|polity_territory|||Ubaid|iq_ubaid|IqUbaid|unknown||Suspected|False|False|True|
Social Scale|polity_territory|||Hawaii II|us_hawaii_2|Hawaii2|1500|3000|Confident|False|False|True|
Social Scale|polity_territory|||Majapahit Kingdom|id_majapahit_k|IdMajap|500000|500000|Confident|False|False|True|
Social Scale|polity_territory|||Canaan|il_canaan|IlCanaa|400|3000|Confident|False|False|True|
Social Scale|polity_territory|||Yehuda|il_judea|IlJudea|5000|10000|Confident|False|False|True|
Social Scale|polity_territory|||Yisrael|il_yisrael|IlYisrl|8000|15000|Confident|False|False|True|
Social Scale|polity_territory|||Chalukyas of Kalyani|in_kalyani_chalukya_emp|InChaKl|600000|7000000|Confident|False|False|True|
Social Scale|polity_territory|||Delhi Sultanate|in_delhi_sultanate|InDelh*|2800000|3200000|Confident|False|False|True|
Social Scale|polity_territory|||Gahadavala Dynasty|in_gahadavala_dyn|InGhdvl|300000|350000|Confident|False|False|True|
Social Scale|polity_territory|||Gupta Empire|in_gupta_emp|InGupta|800000|900000|Confident|False|False|True|
Social Scale|polity_territory|||Kadamba Empire|in_kadamba_emp|InKadam|50000|100000|Confident|False|False|True|
Social Scale|polity_territory|||Kampili Kingdom|in_kampili_k|InKampi|10000|30000|Confident|False|False|True|
Social Scale|polity_territory|||Elam II|ir_neo_elam_2|IrNElm2|300000|340000|Confident|False|False|True|
Social Scale|polity_territory|||Icelandic Commonwealth|is_icelandic_commonwealth|IsCommw|103000|103000|Confident|False|False|True|
Social Scale|polity_territory|||Papal States - Renaissance Period|it_papal_state_2|ItPapRn|44000|44000|Confident|False|False|True|
Social Scale|polity_territory|||Exarchate of Ravenna|it_ravenna_exarchate|ItRav**|50000|50000|Confident|False|False|True|
Social Scale|polity_territory|||Middle Roman Republic|it_roman_rep_2|ItRomMR|130000|730000|Confident|False|False|True|
Social Scale|polity_territory|||Andronovo|kz_andronovo|KzAndro|1500|20000|Confident|False|False|True|
Social Scale|polity_territory|||Jenne-jeno I|ml_jenne_jeno_1|MlJeJe1|5|10|Confident|False|False|True|
Social Scale|polity_territory|||Jenne-jeno III|ml_jenne_jeno_3|MlJeJe3|1100|1100|Confident|False|False|True|
Social Scale|polity_territory|||Late Mongols|mn_mongol_late|MnMongL|2500000|3000000|Confident|False|False|True|
Social Scale|polity_territory|||Rouran Khaganate|mn_rouran_khaganate|MnRourn|4000000|4000000|Confident|False|False|True|
Social Scale|polity_territory|||Uigur Khaganate|mn_uygur_khaganate|MnUigur|2000000|2500000|Confident|False|False|True|
Social Scale|polity_territory|||Monte Alban III|mx_monte_alban_3_a|MxAlb3A|3000|20000|Confident|False|False|True|
Social Scale|polity_territory|||Late Xiongnu|mn_hunnu_late|MnXngnL|3000000|4200000|Confident|False|False|True|
Social Scale|polity_territory|||Xiongnu Imperial Confederation|mn_hunnu_emp|MnXngnM|4000000|4200000|Confident|False|False|True|
Social Scale|polity_territory|||Later Wagadu Empire|mr_wagadu_3|MrWagdL|350000|400000|Confident|False|False|True|
Social Scale|polity_territory|||Cahokia - Lohman-Stirling|us_cahokia_1|USCahoE|2000|3000|Confident|False|False|True|
Social Scale|polity_territory|||Middle Wagadu Empire|mr_wagadu_2|MrWagdM|350000|400000|Confident|False|False|True|
Social Scale|polity_territory|||Aztec Empire|mx_aztec_emp|MxAztec|28070|28070|Confident|False|False|True|
Social Scale|polity_territory|||Monte Alban IIIB and IV|mx_monte_alban_3_b_4|MxAlb3B|unknown||Suspected|False|False|True|
Social Scale|polity_territory|||Early Formative Basin of Mexico|mx_basin_of_mexico_3|MxFormE|unknown||Suspected|False|False|True|
Social Scale|polity_territory|||Early Monte Alban I|mx_monte_alban_1_early|MxAlb1E|1300|1300|Confident|False|False|True|
Social Scale|polity_territory|||Cuzco - Late Intermediate II|pe_cuzco_6|PeCuzL2|2300|2800|Confident|False|False|True|
Social Scale|polity_territory|||Cahokia - Moorehead|us_cahokia_2|USCahoL|2000|3000|Confident|False|False|True|
Social Scale|polity_territory|||Proto-Haudenosaunee Confederacy|us_proto_haudenosaunee|UsIroqP|73218|73218|Confident|False|False|True|
Social Scale|polity_territory|||Roman Empire - Dominate|tr_roman_dominate|TrRomDm|4000000|4500000|Confident|False|False|True|
Social Scale|polity_territory|||Tabal Kingdoms|tr_tabal_k|TrTabal|4000|6000|Confident|False|False|True|
Social Scale|polity_territory|||Cuzco - Late Formative|pe_cuzco_1|PeCuzLF|unknown||Suspected|False|False|True|
Social Scale|polity_territory|||Cahokia - Sand Prairie|us_cahokia_3|USMisSd|500|1000|Confident|False|False|True|
Social Scale|polity_territory|||Oneota|us_oneota|USOneot|6000|6000|Confident|False|False|True|
Social Scale|polity_territory|||Himyar I|ye_himyar_1|YeHmyr1|250000|350000|Confident|False|False|True|
Social Scale|polity_territory|||Himyar II|ye_himyar_2|YeHmyr2|250000|350000|Confident|False|False|True|
Social Scale|polity_territory|||Yemen - Era of Warlords|ye_warlords|YeWarLd|250000|350000|Confident|False|False|True|
Social Scale|polity_territory|||Egypt - Period of the Regions|eg_regions|EgRegns|20000|40000|Confident|False|False|True|
Social Scale|polity_territory|||Erlitou|cn_erlitou|CnErlit|10000|20000|Confident|False|False|True|
Social Scale|polity_territory|||Longshan|cn_longshan|CnLngsh|1500|2000|Confident|False|False|True|
Social Scale|polity_territory|||Late Shang|cn_late_shang_dyn|CnShang|1000000|1000000|Confident|False|False|True|
Social Scale|polity_territory|||Tairona|co_tairona|CoTairo|150|150|Confident|False|False|True|
Social Scale|polity_territory|||Carolingian Empire I|fr_carolingian_emp_1|FrCarlE|1100000|1100000|Confident|False|False|True|
Social Scale|polity_territory|||Egypt - Thebes-Hyksos Period|eg_thebes_hyksos|EgThebH|10000|20000|Confident|False|False|True|
Social Scale|polity_territory|||Chu Kingdom - Warring States Period|cn_chu_k_warring_states|CnChuWS|460000|460000|Confident|False|False|False|
Social Scale|polity_territory|||Deva Dynasty|bd_deva_dyn|BdDeva|unknown||Undecided|False|False|False|
Social Scale|polity_territory|||British East India Company|in_east_india_co|BdEastIndiaCompany|1294994|1294994|Confident|False|False|False|
Social Scale|polity_territory|||Portuguese Empire - Early Modern|pt_portuguese_emp_2|pt_portuguese_emp_2|unknown||Undecided|False|False|False|
Social Scale|polity_territory|||Early East Africa Iron Age|tz_east_africa_ia_1|tz_east_africa_ia_1|unknown||Undecided|False|False|False|
Social Scale|polity_territory|||Early East Africa Iron Age|tz_east_africa_ia_1|tz_east_africa_ia_1|unknown||Undecided|False|False|False|
Social Scale|polity_territory|||Yadava-Varman Dynasty|bd_yadava_varman_dyn|bd_yadava_varman_dyn|unknown||Undecided|False|False|False|
Social Scale|polity_territory|||Almoravids|ma_almoravid_dyn|MaAlmor|4000000|4000000|Confident|False|False|False|
Social Scale|polity_territory|||Axum II|et_aksum_emp_2|EtAksm2|600000|700000|Confident|False|False|False|
Social Scale|polity_territory|||Castile Kingdom|es_castile_k|EsCastil|100000|100000|Confident|False|False|False|
Social Scale|polity_territory|||Chandela Kingdom|in_chandela_k|InChandel|100000|100000|Confident|False|False|False|
Social Scale|polity_territory|||Chauhana Dynasty|in_chauhana_dyn|InChauh|230000|230000|Confident|False|False|False|
